gamma1,lambda1,delta,epsilon,NRow,NCol,W1
0.000178112077457,0.084597245972856,14.5581847903489,81.6077464054034,0.0002629924703891,0.0005544305246777,4.84552638820489e-06
0.0002623176912685,0.0826977764253509,51.9581650411572,80.2983039319348,0.0006067862366827,0.0010766060814504,6.69241739711748e-06
0.0008928350100653,0.0517099373498022,39.308794745323,41.598858917314,0.0009845462865916,0.0029490001783517,6.40085508508626e-07
7.04584841203175e-05,0.0415276526794471,66.7184612499775,14.8867618509979,0.0001477515237041,0.0015166897072742,5.78386871522656e-06
0.0255339694291138,0.0220438724901167,30.7269247399906,73.7834155281302,0.000539106936362,0.0005072827981866,5.0140318752106805e-09
0.0341453503755031,0.0863032849836132,62.189647595316,99.3635597173596,0.0015457392077883,0.0007771931027042,8.266722489122429e-11
0.0014844387466868,0.0133282779395061,64.2840688395907,24.6228836670898,0.0011365925540251,0.0009000208088952,1.62997574625935e-06
0.0014680063005482,0.0537756119846514,63.9891186249571,20.2209704804842,0.0006196300416864,0.0006013258682923,5.74767099393938e-06
0.0005153807982123,0.044307519003829,50.3585092345524,92.1587883297889,0.0006523582953072,0.0002988536112142,3.80801722813839e-06
0.0250686844420346,0.06810076423877,13.188111461451,53.34912823353,0.0008925109093191,0.0002621189644083,1.39747847093428e-08
0.0006407820650307,0.025019707504306,56.2433351534449,86.6625356807518,0.0017916957041347,0.000360984632231,3.98891399041389e-07
0.0001077899499372,0.0562111162095735,46.6957145595373,82.8922422793785,0.0013595990008912,0.0005793133910556,7.04638776032412e-06
0.0109578716520192,0.0684258987585012,19.7241432954003,26.8083589842856,0.0013956971238657,0.0005471098547615,4.62247306792057e-08
0.0007382212038266,0.0210116615823944,51.3888066048083,32.2479871071097,0.0011144880908591,0.0004188102242845,3.03479012278547e-06
0.0002654873680498,0.0356665922522064,50.5794478308247,14.8769957230542,0.0004542990795777,0.0018416242837521,5.57901809912311e-06
0.0008141537753437,0.0953079509049668,59.6026302223977,64.8065310808491,0.0012414773463146,0.0011357202244481,1.16726557786943e-06
9.73494674019033e-05,0.0354248918476285,82.4863885307198,79.9509186311059,0.0008338268307937,0.0010048733760933,6.46104465616843e-06
0.0001244199097989,0.0214004846902301,73.0765065507454,55.9957680201449,0.0019189686127325,0.0013579582114754,4.84411955940108e-06
0.0335059377014229,0.0416362449797424,88.5011953529438,12.4975079603445,0.0017582632073702,0.0017493001066775,4.3187157351414e-07
0.0369295167841236,0.0229422797452838,14.6972937186011,99.1346753410188,0.0016692951932283,0.0005421943091384,2.6898807768396197e-11
0.0026582497981487,0.0570833619946041,29.7713180264811,55.0845931378245,0.0009098960829411,0.0004105969630178,5.33973846776238e-07
7.55629027810473e-05,0.0259358657015048,51.367780910023,39.8797738265041,0.0011093807902474,0.000468089227931,4.8035308468476e-06
0.0002531102568004,0.0310702755161382,96.2680236516109,25.6494825950056,0.0008979255724431,0.0005018649298115,6.0866681067103e-06
0.0005733841953963,0.0495157353572023,81.1040821281494,66.3072755363955,0.0015191705509033,0.0001687624803656,2.37676581504596e-06
0.0145395888231454,0.0939147669374026,50.6687148138251,61.7621349525694,0.0017943517437853,0.0012842153756599,5.13545511425858e-10
5.56135114364037e-05,0.0212693863686896,40.008536781478,77.58868460729,0.0008580676358004,0.0011487129245937,3.80022630935978e-06
6.73040826630413e-05,0.068834027829429,15.3185781412073,23.8166919798927,0.0010249303998363,0.0012244122944987,5.68031119411819e-06
0.0001606719604252,0.0548368156140453,76.6814772604229,42.1108476942123,0.000450786712725,0.0021203726962712,7.89726117428677e-06
0.0044291096204546,0.0899858982883948,55.6115071649952,22.9555720221531,0.0017904061066588,0.001080904357968,8.71739332486782e-08
